dayhour,cnt
2019-12-31 04,78
2019-12-31 05,178
2019-12-31 06,557
2019-12-31 07,1107
2019-12-31 08,1753
2019-12-31 09,1860
2019-12-31 10,1810
2019-12-31 11,2175
2019-12-31 12,2555
2019-12-31 13,2953
2019-12-31 14,3051
2019-12-31 15,3180
2019-12-31 16,3058
2019-12-31 17,2188
2019-12-31 18,1655
2019-12-31 19,1210
2019-12-31 20,735
2019-12-31 21,562
2019-12-31 22,573
2019-12-31 23,426
2020-01-01 00,519
2020-01-01 01,647
2020-01-01 02,491
2020-01-01 03,266
2020-01-01 04,139
2020-01-01 05,90
2020-01-01 06,122
2020-01-01 07,188
2020-01-01 08,373
2020-01-01 09,508
2020-01-01 10,818
2020-01-01 11,1227
2020-01-01 12,1403
2020-01-01 13,1573
2020-01-01 14,1600
2020-01-01 15,1684
2020-01-01 16,1554
2020-01-01 17,1246
2020-01-01 18,1229
2020-01-01 19,881
2020-01-01 20,735
2020-01-01 21,524
2020-01-01 22,408
2020-01-01 23,259
2020-01-02 00,150
2020-01-02 01,80
2020-01-02 02,48
2020-01-02 03,38
2020-01-02 04,63
2020-01-02 05,300
2020-01-02 06,958
2020-01-02 07,2117
2020-01-02 08,3863
2020-01-02 09,2733
2020-01-02 10,1681
2020-01-02 11,1746
2020-01-02 12,2167
2020-01-02 13,2276
2020-01-02 14,2505
2020-01-02 15,2815
2020-01-02 16,3426
2020-01-02 17,4925
2020-01-02 18,4069
2020-01-02 19,2564
2020-01-02 20,1569
2020-01-02 21,1121
2020-01-02 22,772
2020-01-02 23,462
2020-01-03 00,273
2020-01-03 01,140
2020-01-03 02,91
2020-01-03 03,47
2020-01-03 04,60
2020-01-03 05,210
2020-01-03 06,669
2020-01-03 07,1043
2020-01-03 08,2169
2020-01-03 09,1276
2020-01-03 10,948
2020-01-03 11,1378
2020-01-03 12,1736
2020-01-03 13,2001
2020-01-03 14,2276
2020-01-03 15,2569
2020-01-03 16,3162
2020-01-03 17,4281
2020-01-03 18,3393
2020-01-03 19,2218
2020-01-03 20,1095
2020-01-03 21,710
2020-01-03 22,494
2020-01-03 23,406
2020-01-04 00,320
2020-01-04 01,206
2020-01-04 02,137
2020-01-04 03,60
2020-01-04 04,37
2020-01-04 05,36
2020-01-04 06,178
2020-01-04 07,498
2020-01-04 08,811
2020-01-04 09,1393
2020-01-04 10,1714
2020-01-04 11,2166
2020-01-04 12,2337
2020-01-04 13,2587
2020-01-04 14,2693
2020-01-04 15,2872
2020-01-04 16,2956
2020-01-04 17,2400
2020-01-04 18,1997
2020-01-04 19,1670
2020-01-04 20,1287
2020-01-04 21,663
2020-01-04 22,464
2020-01-04 23,520
2020-01-05 00,425
2020-01-05 01,267
2020-01-05 02,190
2020-01-05 03,126
2020-01-05 04,63
2020-01-05 05,47
2020-01-05 06,131
2020-01-05 07,326
2020-01-05 08,731
2020-01-05 09,1250
2020-01-05 10,1895
2020-01-05 11,2229
2020-01-05 12,2491
2020-01-05 13,2587
2020-01-05 14,2526
2020-01-05 15,2588
2020-01-05 16,2407
2020-01-05 17,1952
2020-01-05 18,1836
2020-01-05 19,1317
2020-01-05 20,1060
2020-01-05 21,756
2020-01-05 22,553
2020-01-05 23,337
2020-01-06 00,122
2020-01-06 01,44
2020-01-06 02,29
2020-01-06 03,23
2020-01-06 04,68
2020-01-06 05,425
2020-01-06 06,1267
2020-01-06 07,2604
2020-01-06 08,4713
2020-01-06 09,3170
2020-01-06 10,1388
2020-01-06 11,1458
2020-01-06 12,1720
2020-01-06 13,1860
2020-01-06 14,1965
2020-01-06 15,2301
2020-01-06 16,3004
2020-01-06 17,5201
2020-01-06 18,4962
2020-01-06 19,3069
2020-01-06 20,1919
2020-01-06 21,1169
2020-01-06 22,759
2020-01-06 23,430
2020-01-07 00,235
2020-01-07 01,96
2020-01-07 02,72
2020-01-07 03,45
2020-01-07 04,107
2020-01-07 05,487
2020-01-07 06,1607
2020-01-07 07,3147
2020-01-07 08,5832
2020-01-07 09,3771
2020-01-07 10,1848
2020-01-07 11,1700
2020-01-07 12,2044
2020-01-07 13,2034
2020-01-07 14,2237
2020-01-07 15,2288
2020-01-07 16,3104
2020-01-07 17,5233
2020-01-07 18,4867
2020-01-07 19,2831
2020-01-07 20,1584
2020-01-07 21,1151
2020-01-07 22,831
2020-01-07 23,429
2020-01-08 00,211
2020-01-08 01,112
2020-01-08 02,56
2020-01-08 03,42
2020-01-08 04,100
2020-01-08 05,431
2020-01-08 06,1357
2020-01-08 07,3135
2020-01-08 08,5480
2020-01-08 09,3523
2020-01-08 10,1757
2020-01-08 11,1618
2020-01-08 12,1753
2020-01-08 13,1953
2020-01-08 14,1957
2020-01-08 15,2036
2020-01-08 16,2721
2020-01-08 17,4609
2020-01-08 18,4113
2020-01-08 19,2630
2020-01-08 20,1622
2020-01-08 21,1069
2020-01-08 22,699
2020-01-08 23,391
2020-01-09 00,188
2020-01-09 01,82
2020-01-09 02,50
2020-01-09 03,47
2020-01-09 04,73
2020-01-09 05,366
2020-01-09 06,1224
2020-01-09 07,2662
2020-01-09 08,4620
2020-01-09 09,3140
2020-01-09 10,1529
2020-01-09 11,1400
2020-01-09 12,1663
2020-01-09 13,1660
2020-01-09 14,1859
2020-01-09 15,1993
2020-01-09 16,2591
2020-01-09 17,4260
2020-01-09 18,4050
2020-01-09 19,2683
2020-01-09 20,1699
2020-01-09 21,1193
2020-01-09 22,812
2020-01-09 23,476
2020-01-10 00,289
2020-01-10 01,145
2020-01-10 02,81
2020-01-10 03,46
2020-01-10 04,107
2020-01-10 05,419
2020-01-10 06,1262
2020-01-10 07,2881
2020-01-10 08,5418
2020-01-10 09,3766
2020-01-10 10,1971
2020-01-10 11,1861
2020-01-10 12,2224
2020-01-10 13,2439
2020-01-10 14,2753
2020-01-10 15,2967
2020-01-10 16,3897
2020-01-10 17,5438
2020-01-10 18,4877
2020-01-10 19,3116
2020-01-10 20,2168
2020-01-10 21,1539
2020-01-10 22,1275
2020-01-10 23,942
2020-01-11 00,693
2020-01-11 01,447
2020-01-11 02,291
2020-01-11 03,188
2020-01-11 04,139
2020-01-11 05,126
2020-01-11 06,273
2020-01-11 07,660
2020-01-11 08,1502
2020-01-11 09,2489
2020-01-11 10,3513
2020-01-11 11,4442
2020-01-11 12,5183
2020-01-11 13,5732
2020-01-11 14,5792
2020-01-11 15,5823
2020-01-11 16,5051
2020-01-11 17,3623
2020-01-11 18,3005
2020-01-11 19,2640
2020-01-11 20,1985
2020-01-11 21,1493
2020-01-11 22,1321
2020-01-11 23,1230
2020-01-12 00,934
2020-01-12 01,585
2020-01-12 02,293
2020-01-12 03,159
2020-01-12 04,76
2020-01-12 05,82
2020-01-12 06,191
2020-01-12 07,357
2020-01-12 08,948
2020-01-12 09,1958
2020-01-12 10,3058
2020-01-12 11,4076
2020-01-12 12,5148
2020-01-12 13,5966
2020-01-12 14,6291
2020-01-12 15,6166
2020-01-12 16,5128
2020-01-12 17,3651
2020-01-12 18,2795
2020-01-12 19,1987
2020-01-12 20,1537
2020-01-12 21,1248
2020-01-12 22,894
2020-01-12 23,489
2020-01-13 00,272
2020-01-13 01,114
2020-01-13 02,66
2020-01-13 03,41
2020-01-13 04,89
2020-01-13 05,456
2020-01-13 06,1537
2020-01-13 07,3283
2020-01-13 08,5718
2020-01-13 09,3665
2020-01-13 10,1845
2020-01-13 11,1800
2020-01-13 12,1821
2020-01-13 13,2078
2020-01-13 14,2140
2020-01-13 15,2558
2020-01-13 16,3308
2020-01-13 17,5526
2020-01-13 18,5510
2020-01-13 19,3498
2020-01-13 20,2173
2020-01-13 21,1423
2020-01-13 22,983
2020-01-13 23,478
2020-01-14 00,291
2020-01-14 01,137
2020-01-14 02,87
2020-01-14 03,56
2020-01-14 04,86
2020-01-14 05,484
2020-01-14 06,1644
2020-01-14 07,3337
2020-01-14 08,6192
2020-01-14 09,3942
2020-01-14 10,2043
2020-01-14 11,1796
2020-01-14 12,2026
2020-01-14 13,2130
2020-01-14 14,2115
2020-01-14 15,2198
2020-01-14 16,1656
2020-01-14 17,3530
2020-01-14 18,3660
2020-01-14 19,2926
2020-01-14 20,2035
2020-01-14 21,1309
2020-01-14 22,887
2020-01-14 23,544
2020-01-15 00,241
2020-01-15 01,128
2020-01-15 02,80
2020-01-15 03,59
2020-01-15 04,105
2020-01-15 05,491
2020-01-15 06,1644
2020-01-15 07,3518
2020-01-15 08,6272
2020-01-15 09,3853
2020-01-15 10,2033
2020-01-15 11,1918
2020-01-15 12,2290
2020-01-15 13,2437
2020-01-15 14,2707
2020-01-15 15,2830
2020-01-15 16,3740
2020-01-15 17,5771
2020-01-15 18,5667
2020-01-15 19,3680
2020-01-15 20,2417
2020-01-15 21,1677
2020-01-15 22,1139
2020-01-15 23,674
2020-01-16 00,323
2020-01-16 01,128
2020-01-16 02,36
2020-01-16 03,61
2020-01-16 04,90
2020-01-16 05,448
2020-01-16 06,1446
2020-01-16 07,3398
2020-01-16 08,5941
2020-01-16 09,3219
2020-01-16 10,1898
2020-01-16 11,1838
2020-01-16 12,2065
2020-01-16 13,2011
2020-01-16 14,1809
2020-01-16 15,2264
2020-01-16 16,2899
2020-01-16 17,4660
2020-01-16 18,4386
2020-01-16 19,2953
2020-01-16 20,1846
2020-01-16 21,1274
2020-01-16 22,846
2020-01-16 23,467
2020-01-17 00,273
2020-01-17 01,133
2020-01-17 02,72
2020-01-17 03,50
2020-01-17 04,66
2020-01-17 05,349
2020-01-17 06,1024
2020-01-17 07,2331
2020-01-17 08,3867
2020-01-17 09,2684
2020-01-17 10,1500
2020-01-17 11,1408
2020-01-17 12,1611
2020-01-17 13,1640
2020-01-17 14,1854
2020-01-17 15,2124
2020-01-17 16,2663
2020-01-17 17,3455
2020-01-17 18,2892
2020-01-17 19,1891
2020-01-17 20,1078
2020-01-17 21,811
2020-01-17 22,621
2020-01-17 23,478
2020-01-18 00,309
2020-01-18 01,199
2020-01-18 02,133
2020-01-18 03,100
2020-01-18 04,49
2020-01-18 05,74
2020-01-18 06,149
2020-01-18 07,385
2020-01-18 08,791
2020-01-18 09,1321
2020-01-18 10,1684
2020-01-18 11,1899
2020-01-18 12,1735
2020-01-18 13,638
2020-01-18 14,605
2020-01-18 15,718
2020-01-18 16,501
2020-01-18 17,404
2020-01-18 18,376
2020-01-18 19,333
2020-01-18 20,287
2020-01-18 21,289
2020-01-18 22,313
2020-01-18 23,268
2020-01-19 00,244
2020-01-19 01,197
2020-01-19 02,146
2020-01-19 03,85
2020-01-19 04,65
2020-01-19 05,50
2020-01-19 06,150
2020-01-19 07,340
2020-01-19 08,625
2020-01-19 09,1048
2020-01-19 10,1730
2020-01-19 11,2210
2020-01-19 12,2385
2020-01-19 13,2531
2020-01-19 14,2716
2020-01-19 15,2546
2020-01-19 16,2270
2020-01-19 17,1715
2020-01-19 18,1578
2020-01-19 19,1132
2020-01-19 20,963
2020-01-19 21,732
2020-01-19 22,575
2020-01-19 23,357
2020-01-20 00,229
2020-01-20 01,131
2020-01-20 02,99
2020-01-20 03,61
2020-01-20 04,55
2020-01-20 05,148
2020-01-20 06,401
2020-01-20 07,707
2020-01-20 08,1294
2020-01-20 09,1436
2020-01-20 10,1350
2020-01-20 11,1459
2020-01-20 12,1771
2020-01-20 13,1757
2020-01-20 14,1808
2020-01-20 15,1896
2020-01-20 16,1996
2020-01-20 17,2057
2020-01-20 18,2011
2020-01-20 19,1520
2020-01-20 20,1004
2020-01-20 21,737
2020-01-20 22,545
2020-01-20 23,271
2020-01-21 00,111
2020-01-21 01,66
2020-01-21 02,46
2020-01-21 03,35
2020-01-21 04,75
2020-01-21 05,387
2020-01-21 06,1205
2020-01-21 07,2549
2020-01-21 08,4256
2020-01-21 09,2672
2020-01-21 10,1409
2020-01-21 11,1242
2020-01-21 12,1553
2020-01-21 13,1644
2020-01-21 14,1722
2020-01-21 15,1866
2020-01-21 16,2424
2020-01-21 17,4240
2020-01-21 18,4153
2020-01-21 19,2665
2020-01-21 20,1669
2020-01-21 21,1113
2020-01-21 22,754
2020-01-21 23,379
2020-01-22 00,170
2020-01-22 01,87
2020-01-22 02,58
2020-01-22 03,53
2020-01-22 04,72
2020-01-22 05,417
2020-01-22 06,1357
2020-01-22 07,2885
2020-01-22 08,4941
2020-01-22 09,3241
2020-01-22 10,1670
2020-01-22 11,1504
2020-01-22 12,1843
2020-01-22 13,1825
2020-01-22 14,2006
2020-01-22 15,2234
2020-01-22 16,2837
2020-01-22 17,4689
2020-01-22 18,4558
2020-01-22 19,3062
2020-01-22 20,2013
2020-01-22 21,1412
2020-01-22 22,975
2020-01-22 23,503
2020-01-23 00,242
2020-01-23 01,131
2020-01-23 02,85
2020-01-23 03,48
2020-01-23 04,88
2020-01-23 05,415
2020-01-23 06,1389
2020-01-23 07,3135
2020-01-23 08,5528
2020-01-23 09,3725
2020-01-23 10,1813
2020-01-23 11,1741
2020-01-23 12,2071
2020-01-23 13,2145
2020-01-23 14,2373
2020-01-23 15,2570
2020-01-23 16,3088
2020-01-23 17,5112
2020-01-23 18,4870
2020-01-23 19,3305
2020-01-23 20,2164
2020-01-23 21,1557
2020-01-23 22,1112
2020-01-23 23,604
2020-01-24 00,343
2020-01-24 01,156
2020-01-24 02,110
2020-01-24 03,72
2020-01-24 04,122
2020-01-24 05,424
2020-01-24 06,1308
2020-01-24 07,3003
2020-01-24 08,5571
2020-01-24 09,3918
2020-01-24 10,2062
2020-01-24 11,2190
2020-01-24 12,2564
2020-01-24 13,2710
2020-01-24 14,3051
2020-01-24 15,3212
2020-01-24 16,4019
2020-01-24 17,5439
2020-01-24 18,4458
2020-01-24 19,2825
2020-01-24 20,1801
2020-01-24 21,1244
2020-01-24 22,985
2020-01-24 23,775
2020-01-25 00,544
2020-01-25 01,356
2020-01-25 02,207
2020-01-25 03,129
2020-01-25 04,81
2020-01-25 05,95
2020-01-25 06,235
2020-01-25 07,549
2020-01-25 08,1075
2020-01-25 09,1292
2020-01-25 10,1260
2020-01-25 11,976
2020-01-25 12,558
2020-01-25 13,424
2020-01-25 14,319
2020-01-25 15,482
2020-01-25 16,1356
2020-01-25 17,1450
2020-01-25 18,1601
2020-01-25 19,1437
2020-01-25 20,1133
2020-01-25 21,954
2020-01-25 22,837
2020-01-25 23,725
2020-01-26 00,604
2020-01-26 01,388
2020-01-26 02,281
2020-01-26 03,168
2020-01-26 04,98
2020-01-26 05,74
2020-01-26 06,153
2020-01-26 07,401
2020-01-26 08,907
2020-01-26 09,1627
2020-01-26 10,2401
2020-01-26 11,2910
2020-01-26 12,3403
2020-01-26 13,3766
2020-01-26 14,3511
2020-01-26 15,3351
2020-01-26 16,3102
2020-01-26 17,2643
2020-01-26 18,2170
2020-01-26 19,1678
2020-01-26 20,1121
2020-01-26 21,908
2020-01-26 22,671
2020-01-26 23,391
2020-01-27 00,217
2020-01-27 01,93
2020-01-27 02,65
2020-01-27 03,39
2020-01-27 04,78
2020-01-27 05,478
2020-01-27 06,1432
2020-01-27 07,3075
2020-01-27 08,5527
2020-01-27 09,3442
2020-01-27 10,1720
2020-01-27 11,1588
2020-01-27 12,1940
2020-01-27 13,1986
2020-01-27 14,2034
2020-01-27 15,2286
2020-01-27 16,3051
2020-01-27 17,5137
2020-01-27 18,5038
2020-01-27 19,3224
2020-01-27 20,2215
2020-01-27 21,1500
2020-01-27 22,805
2020-01-27 23,447
2020-01-28 00,207
2020-01-28 01,132
2020-01-28 02,77
2020-01-28 03,56
2020-01-28 04,88
2020-01-28 05,483
2020-01-28 06,1597
2020-01-28 07,3441
2020-01-28 08,5953
2020-01-28 09,3902
2020-01-28 10,1943
2020-01-28 11,1797
2020-01-28 12,2145
2020-01-28 13,2191
2020-01-28 14,2166
2020-01-28 15,2329
2020-01-28 16,2968
2020-01-28 17,5122
2020-01-28 18,4958
2020-01-28 19,3273
2020-01-28 20,2190
2020-01-28 21,1419
2020-01-28 22,933
2020-01-28 23,501
2020-01-29 00,216
2020-01-29 01,111
2020-01-29 02,69
2020-01-29 03,51
2020-01-29 04,83
2020-01-29 05,475
2020-01-29 06,1519
2020-01-29 07,3258
2020-01-29 08,5526
2020-01-29 09,3702
2020-01-29 10,1816
2020-01-29 11,1761
2020-01-29 12,1966
2020-01-29 13,2074
2020-01-29 14,2190
2020-01-29 15,2416
2020-01-29 16,3041
2020-01-29 17,5008
2020-01-29 18,4915
2020-01-29 19,3320
2020-01-29 20,2085
2020-01-29 21,1332
2020-01-29 22,958
2020-01-29 23,518
2020-01-30 00,248
2020-01-30 01,107
2020-01-30 02,61
2020-01-30 03,40
2020-01-30 04,88
2020-01-30 05,400
2020-01-30 06,1344
2020-01-30 07,2984
2020-01-30 08,5095
2020-01-30 09,3498
2020-01-30 10,1741
2020-01-30 11,1679
2020-01-30 12,1963
2020-01-30 13,1979
2020-01-30 14,2137
2020-01-30 15,2398
2020-01-30 16,3069
2020-01-30 17,4782
2020-01-30 18,4684
2020-01-30 19,3097
2020-01-30 20,2142
2020-01-30 21,1482
2020-01-30 22,952
2020-01-30 23,628
2020-01-31 00,290
2020-01-31 01,154
2020-01-31 02,94
2020-01-31 03,69
2020-01-31 04,93
2020-01-31 05,403
2020-01-31 06,1303
2020-01-31 07,2992
2020-01-31 08,5260
2020-01-31 09,3754
2020-01-31 10,1980
2020-01-31 11,2011
2020-01-31 12,2282
2020-01-31 13,2344
2020-01-31 14,2528
2020-01-31 15,2759
2020-01-31 16,3677
2020-01-31 17,5048
2020-01-31 18,4309
2020-01-31 19,2874
2020-01-31 20,1838
2020-01-31 21,749
2020-01-31 22,802
2020-01-31 23,694
2020-02-01 00,517
2020-02-01 01,348
2020-02-01 02,241
2020-02-01 03,154
2020-02-01 04,105
2020-02-01 05,92
2020-02-01 06,212
2020-02-01 07,615
2020-02-01 08,1276
2020-02-01 09,1938
2020-02-01 10,2653
2020-02-01 11,2892
2020-02-01 12,3248
2020-02-01 13,3184
2020-02-01 14,3059
2020-02-01 15,3037
2020-02-01 16,2787
2020-02-01 17,2428
2020-02-01 18,2206
2020-02-01 19,1736
2020-02-01 20,1330
2020-02-01 21,888
2020-02-01 22,681
2020-02-01 23,536
2020-02-02 00,408
2020-02-02 01,309
2020-02-02 02,237
2020-02-02 03,142
2020-02-02 04,94
2020-02-02 05,70
2020-02-02 06,102
2020-02-02 07,386
2020-02-02 08,912
2020-02-02 09,1662
2020-02-02 10,2209
2020-02-02 11,2843
2020-02-02 12,3051
2020-02-02 13,3060
2020-02-02 14,3093
2020-02-02 15,2914
2020-02-02 16,1925
2020-02-02 17,1472
2020-02-02 18,1131
2020-02-02 19,726
2020-02-02 20,541
2020-02-02 21,405
2020-02-02 22,998
2020-02-02 23,385
2020-02-03 00,200
2020-02-03 01,89
2020-02-03 02,71
2020-02-03 03,54
2020-02-03 04,81
2020-02-03 05,416
2020-02-03 06,1299
2020-02-03 07,3176
2020-02-03 08,5601
2020-02-03 09,3679
2020-02-03 10,1904
2020-02-03 11,1838
2020-02-03 12,2265
2020-02-03 13,2537
2020-02-03 14,2662
2020-02-03 15,3061
2020-02-03 16,3849
2020-02-03 17,6358
2020-02-03 18,5886
2020-02-03 19,3823
2020-02-03 20,2503
2020-02-03 21,1653
2020-02-03 22,1026
2020-02-03 23,528
2020-02-04 00,248
2020-02-04 01,127
2020-02-04 02,87
2020-02-04 03,55
2020-02-04 04,102
2020-02-04 05,506
2020-02-04 06,1460
2020-02-04 07,2877
2020-02-04 08,5749
2020-02-04 09,3712
2020-02-04 10,1891
2020-02-04 11,1838
2020-02-04 12,2288
2020-02-04 13,2421
2020-02-04 14,2494
2020-02-04 15,2866
2020-02-04 16,3849
2020-02-04 17,6225
2020-02-04 18,5948
2020-02-04 19,3846
2020-02-04 20,1955
2020-02-04 21,1344
2020-02-04 22,1119
2020-02-04 23,588
2020-02-05 00,276
2020-02-05 01,99
2020-02-05 02,77
2020-02-05 03,59
2020-02-05 04,97
2020-02-05 05,479
2020-02-05 06,1506
2020-02-05 07,3457
2020-02-05 08,5540
2020-02-05 09,3814
2020-02-05 10,2046
2020-02-05 11,1914
2020-02-05 12,2311
2020-02-05 13,2317
2020-02-05 14,2341
2020-02-05 15,2536
2020-02-05 16,3241
2020-02-05 17,5475
2020-02-05 18,5100
2020-02-05 19,3439
2020-02-05 20,2256
2020-02-05 21,1564
2020-02-05 22,1088
2020-02-05 23,566
2020-02-06 00,160
2020-02-06 01,47
2020-02-06 02,23
2020-02-06 03,34
2020-02-06 04,53
2020-02-06 05,245
2020-02-06 06,869
2020-02-06 07,2049
2020-02-06 08,4045
2020-02-06 09,2802
2020-02-06 10,1513
2020-02-06 11,1236
2020-02-06 12,1397
2020-02-06 13,1507
2020-02-06 14,1712
2020-02-06 15,1910
2020-02-06 16,1631
2020-02-06 17,2246
2020-02-06 18,3043
2020-02-06 19,2175
2020-02-06 20,1636
2020-02-06 21,1228
2020-02-06 22,923
2020-02-06 23,360
2020-02-07 00,217
2020-02-07 01,95
2020-02-07 02,54
2020-02-07 03,26
2020-02-07 04,79
2020-02-07 05,354
2020-02-07 06,1017
2020-02-07 07,1408
2020-02-07 08,2442
2020-02-07 09,1821
2020-02-07 10,1362
2020-02-07 11,1311
2020-02-07 12,1770
2020-02-07 13,1907
2020-02-07 14,1724
2020-02-07 15,1642
2020-02-07 16,2762
2020-02-07 17,3955
2020-02-07 18,3286
2020-02-07 19,2304
2020-02-07 20,1395
2020-02-07 21,1045
2020-02-07 22,804
2020-02-07 23,589
2020-02-08 00,375
2020-02-08 01,275
2020-02-08 02,135
2020-02-08 03,90
2020-02-08 04,73
2020-02-08 05,73
2020-02-08 06,194
2020-02-08 07,535
2020-02-08 08,1047
2020-02-08 09,1714
2020-02-08 10,2300
2020-02-08 11,2618
2020-02-08 12,2805
2020-02-08 13,2845
2020-02-08 14,2853
2020-02-08 15,2887
2020-02-08 16,2738
2020-02-08 17,2451
2020-02-08 18,1984
2020-02-08 19,1637
2020-02-08 20,1229
2020-02-08 21,1014
2020-02-08 22,846
2020-02-08 23,673
2020-02-09 00,496
2020-02-09 01,360
2020-02-09 02,227
2020-02-09 03,154
2020-02-09 04,100
2020-02-09 05,53
2020-02-09 06,170
2020-02-09 07,411
2020-02-09 08,826
2020-02-09 09,1440
2020-02-09 10,1985
2020-02-09 11,2495
2020-02-09 12,2859
2020-02-09 13,2950
2020-02-09 14,3053
2020-02-09 15,3080
2020-02-09 16,2961
2020-02-09 17,2497
2020-02-09 18,2182
2020-02-09 19,1768
2020-02-09 20,1171
2020-02-09 21,834
2020-02-09 22,645
2020-02-09 23,539
2020-02-10 00,305
2020-02-10 01,103
2020-02-10 02,61
2020-02-10 03,67
2020-02-10 04,88
2020-02-10 05,325
2020-02-10 06,722
2020-02-10 07,1374
2020-02-10 08,4038
2020-02-10 09,3167
2020-02-10 10,1648
2020-02-10 11,1652
2020-02-10 12,1433
2020-02-10 13,706
2020-02-10 14,618
2020-02-10 15,709
2020-02-10 16,994
2020-02-10 17,2203
2020-02-10 18,2215
2020-02-10 19,2076
2020-02-10 20,1389
2020-02-10 21,648
2020-02-10 22,476
2020-02-10 23,345
2020-02-11 00,180
2020-02-11 01,80
2020-02-11 02,55
2020-02-11 03,42
2020-02-11 04,52
2020-02-11 05,246
2020-02-11 06,772
2020-02-11 07,1110
2020-02-11 08,3415
2020-02-11 09,2154
2020-02-11 10,1456
2020-02-11 11,1293
2020-02-11 12,1166
2020-02-11 13,1069
2020-02-11 14,1423
2020-02-11 15,2081
2020-02-11 16,2896
2020-02-11 17,5249
2020-02-11 18,5128
2020-02-11 19,3233
2020-02-11 20,2165
2020-02-11 21,1658
2020-02-11 22,1065
2020-02-11 23,591
2020-02-12 00,273
2020-02-12 01,132
2020-02-12 02,76
2020-02-12 03,52
2020-02-12 04,97
2020-02-12 05,481
2020-02-12 06,1483
2020-02-12 07,3413
2020-02-12 08,5850
2020-02-12 09,3909
2020-02-12 10,2038
2020-02-12 11,1949
2020-02-12 12,2140
2020-02-12 13,2289
2020-02-12 14,2420
2020-02-12 15,2559
2020-02-12 16,3265
2020-02-12 17,5310
2020-02-12 18,5074
2020-02-12 19,3259
2020-02-12 20,2177
2020-02-12 21,1211
2020-02-12 22,774
2020-02-12 23,156
2020-02-13 00,116
2020-02-13 01,83
2020-02-13 02,52
2020-02-13 03,42
2020-02-13 04,65
2020-02-13 05,269
2020-02-13 06,988
2020-02-13 07,2451
2020-02-13 08,4297
2020-02-13 09,2995
2020-02-13 10,1625
2020-02-13 11,1321
2020-02-13 12,1182
2020-02-13 13,645
2020-02-13 14,837
2020-02-13 15,1451
2020-02-13 16,2542
2020-02-13 17,4485
2020-02-13 18,4576
2020-02-13 19,3098
2020-02-13 20,2070
2020-02-13 21,1443
2020-02-13 22,971
2020-02-13 23,624
2020-02-14 00,345
2020-02-14 01,194
2020-02-14 02,101
2020-02-14 03,51
2020-02-14 04,77
2020-02-14 05,393
2020-02-14 06,1197
2020-02-14 07,2536
2020-02-14 08,4349
2020-02-14 09,3146
2020-02-14 10,1659
2020-02-14 11,1631
2020-02-14 12,1952
2020-02-14 13,1954
2020-02-14 14,2091
2020-02-14 15,2481
2020-02-14 16,2883
2020-02-14 17,3784
2020-02-14 18,2875
2020-02-14 19,1677
2020-02-14 20,962
2020-02-14 21,617
2020-02-14 22,452
2020-02-14 23,371
2020-02-15 00,251
2020-02-15 01,156
2020-02-15 02,105
2020-02-15 03,67
2020-02-15 04,60
2020-02-15 05,65
2020-02-15 06,154
2020-02-15 07,373
2020-02-15 08,723
2020-02-15 09,1120
2020-02-15 10,1439
2020-02-15 11,1691
2020-02-15 12,1822
2020-02-15 13,1927
2020-02-15 14,1810
2020-02-15 15,1916
2020-02-15 16,1687
2020-02-15 17,1649
2020-02-15 18,1312
2020-02-15 19,1184
2020-02-15 20,860
2020-02-15 21,672
2020-02-15 22,531
2020-02-15 23,446
2020-02-16 00,385
2020-02-16 01,254
2020-02-16 02,183
2020-02-16 03,104
2020-02-16 04,61
2020-02-16 05,51
2020-02-16 06,112
2020-02-16 07,298
2020-02-16 08,638
2020-02-16 09,1126
2020-02-16 10,1643
2020-02-16 11,1999
2020-02-16 12,2378
2020-02-16 13,2404
2020-02-16 14,2248
2020-02-16 15,2374
2020-02-16 16,2527
2020-02-16 17,2281
2020-02-16 18,1848
2020-02-16 19,1561
2020-02-16 20,1124
2020-02-16 21,949
2020-02-16 22,719
2020-02-16 23,537
2020-02-17 00,367
2020-02-17 01,209
2020-02-17 02,123
2020-02-17 03,82
2020-02-17 04,58
2020-02-17 05,155
2020-02-17 06,443
2020-02-17 07,870
2020-02-17 08,1811
2020-02-17 09,2068
2020-02-17 10,2166
2020-02-17 11,2600
2020-02-17 12,2978
2020-02-17 13,3451
2020-02-17 14,3487
2020-02-17 15,3732
2020-02-17 16,3618
2020-02-17 17,3821
2020-02-17 18,3198
2020-02-17 19,2227
2020-02-17 20,1769
2020-02-17 21,1201
2020-02-17 22,807
2020-02-17 23,482
2020-02-18 00,200
2020-02-18 01,93
2020-02-18 02,46
2020-02-18 03,41
2020-02-18 04,106
2020-02-18 05,444
2020-02-18 06,1343
2020-02-18 07,2763
2020-02-18 08,4895
2020-02-18 09,3303
2020-02-18 10,1664
2020-02-18 11,1565
2020-02-18 12,1786
2020-02-18 13,1998
2020-02-18 14,1976
2020-02-18 15,2081
2020-02-18 16,2680
2020-02-18 17,4718
2020-02-18 18,4819
2020-02-18 19,3329
2020-02-18 20,2144
2020-02-18 21,1525
2020-02-18 22,917
2020-02-18 23,552
2020-02-19 00,257
2020-02-19 01,139
2020-02-19 02,84
2020-02-19 03,62
2020-02-19 04,107
2020-02-19 05,496
2020-02-19 06,1569
2020-02-19 07,3244
2020-02-19 08,5506
2020-02-19 09,3842
2020-02-19 10,1957
